user_id,Q1,Q2,Total Traffic(MB),Downlink Throughput(Kbps),Uplink Throughput(Kbps),Downlink TCP Retransmission Rate(%),Video Streaming Download Throughput(Kbps),Video Streaming xKB Start Delay(ms),Web Page Download Throughput(Kbps),Web Average TCP RTT(ms)
2323,5,"1, 5",370.92469,1411.41,225.14,1.87,3490.05,2181,1349.02,315
2324,5,"1, 4",193.38557,362.81,237.42,1,557.54,4760,396.88,288
2325,7,2,687.04476,2969.72,206.8,1.15,5232.45,1352,3125.13,46
2326,2,,310.68734,302.52,70.59,2.31,2255.32,1742,2285.41,202
2327,2,"1, 2, 4",448.11116,701.57,116.84,1.78,1269.62,3075,1280.45,279
2328,10,,108.91166,2117.65,44.75,2.24,3261.61,1677,1555.15,129
2329,5,"1, 4",335.69487,561.53,144.46,2.04,2071.67,2389,1167.42,216
2330,1,,568.27384,356.01,59.35,1.26,1354.16,3220,956.38,340
2331,2,"1, 3, 4",238.27531,958.36,38.16,5.51,2358.99,2101,750.73,180
2332,3,"1, 2, 3",279.36115,2702.62,63.81,1.41,3277.2,1994,1245.76,443
2333,2,1,121.63748,1334.13,85.35,1.49,4193.8,1470,13136.42,115
2334,10,,795.27464,1939.78,155.25,1.5,7214.19,2058,9610.91,123
2335,9,,309.23346,842.74,189.68,0.87,13100.24,1251,2432.85,63
2336,7,2,382.15818,3565.53,154.72,0.45,5036.58,977,2249.7,40
2337,9,,319.93349,2120.44,93.92,0.16,17081.26,880,4908.59,40
2338,1,,333.48279,1720.5,67.01,2.12,7644.01,2064,1575.4,380
2339,5,"1, 3, 4",353.61071,3253.19,81.83,1.75,8206.23,2213,1518.26,282
2340,7,,448.2866,9888.5,99.01,0.12,10857.33,1251,1685.17,125
2341,10,,104.34871,1153.94,83.68,0.76,1171.92,2214,587.81,323
2342,7,3,213.94666,608.72,131.57,3.94,1782.52,2933,2211.99,150
2343,1,"3, 4, 5",698.85361,813.12,247.27,1.84,4363.02,1982,2585.78,106
2344,6,"2, 3, 4, 5",709.99968,1189.43,40.9,2.54,1371.23,3028,1419.12,90
2345,3,,544.5975,1797.8,206.89,1.25,1692.87,2364,914.07,116
2346,5,4,386.67178,279.47,70.76,0.11,229.37,1295,1035.77,2021
2347,3,,292.16965,1643.82,163.49,0.55,7157.37,1159,7005.71,74
2348,7,,312.98666,638.42,60.62,1.75,2453.77,2211,950.01,152
2349,1,"1, 2, 3",363.02795,2589.98,219.7,0.39,1189.08,4966,740.29,1141
2350,3,"1, 2, 3, 4, 5",742.10125,824.74,218,1.28,2562.72,1682,2278.73,207
2351,1,,630.79614,853.47,137.22,4.95,1697.07,5619,1534.88,153
2352,10,,154.04529,1796.18,40.83,1.59,4820,1153,1326.39,117
2353,1,"3, 4",321.85293,467.49,62.26,1.16,2713.19,4063,446.97,823
2354,2,4,723.49756,1093.96,55.78,1.29,2527.19,2260,1227.67,207
2355,1,,123.74327,6722.48,306.94,0.22,12058.4,1490,1595.84,80
2356,3,"1, 3",184.46264,2980.42,23.14,0.9,6720.58,910,1435.19,137
2357,9,,583.56248,1092.39,251.47,2.67,1056.91,3396,602.73,211
2358,10,,300.14046,2447.18,49.66,1.21,6036.87,1209,1870.62,101
2359,7,1,222.08142,1011.53,75.15,0.58,2826.27,1404,1468.46,91
2360,5,"3, 4",143.51058,740.52,140.74,2.83,3218.97,1906,1722.33,174
2361,2,4,742.48275,1906.19,39.35,1.57,3440.32,1554,1498.28,381
2362,10,,208.1182,6139.38,99.17,0.14,11084.19,1525,3172.96,70
2363,6,,626.4376,2677.34,356.91,0.94,3868.9,1724,1745.61,69
2364,4,7,140.64377,187.93,32.8,2.01,537.4,1260,753.91,190
2365,1,,271.97823,982.02,33.33,1.11,1552.7,3021,977.78,279
2366,1,,243.77478,2635.01,128.25,0.6,8661.35,1054,2672.43,149
2367,9,,238.37739,528.86,243.88,1.5,3976.12,1553,1642.46,81
2368,10,,113.37744,364.45,158.58,5.39,979.06,5712,1187.67,619
2369,9,,226.9547,3815.85,1301.04,0.66,13176.68,1135,6217.7,59
2370,7,"1, 4, 5",724.09399,3379.74,254.32,1.45,3492.97,1797,2403.75,76
2371,2,,616.06854,1962.57,112.46,1.53,4635.33,1587,2123.58,226
2372,3,,370.50663,5736.36,176.78,0.95,5665.42,2179,1671.64,323
2373,6,3,197.42207,2175.56,151.65,1.49,4672.94,4882,446.82,52
2374,4,,716.2819,3435.45,56.73,0.91,15316.81,1029,1872.36,164
2375,8,4,310.64249,1640.35,221.13,0.84,3263.78,4548,2336.87,151
2376,8,,411.69041,471.37,41.6,5.03,5696.31,1253,1284.28,330
2377,10,,215.42613,3149.86,594.98,0.41,8766.5,1262,1729.41,422
2378,1,"4, 5",728.67174,1301.36,42.95,1.9,1090.67,5898,390.67,426
2379,2,"1, 3, 4",768.44292,3297.7,96.36,1.13,6404.35,1980,3098.47,71
2380,7,4,781.41832,461.17,82.47,1.3,11871.29,1567,2579.62,137
2381,10,,244.37843,3542.36,198.74,1.5,10191.91,1176,3097.98,68
2382,2,,106.35958,966.5,80.01,2.15,766.11,5065,1870.36,229
2383,10,,364.84023,668.96,60.68,2.47,8109.44,2468,933.6,55
2384,3,,166.99792,1583.92,74.59,0.97,3979.41,1750,1923.5,143
2385,1,,181.19268,2273.42,73.52,0.57,5099.02,1519,1576.71,257
2386,8,,695.59488,3480.24,101.54,1.17,8300.51,2236,1593.29,53
2387,1,"1, 2, 3",282.53295,77.21,76.23,1.4,5286.8,1862,284.43,95
2388,1,4,193.26011,2629.21,307.52,1.23,7116.68,1686,1691.4,72
2389,1,"1, 3",720.0571,2425.25,39.78,4.92,4400.64,2093,375.21,568
2390,10,,349.90519,2192.13,42.41,0.58,5243.15,1453,1797.31,36
2391,9,,816.70188,2808.94,257.73,0.55,3515.37,1442,2906.56,54
2392,10,,733.76255,6050.25,344.35,0.56,10881.19,953,6384.69,64
2393,10,,504.97023,2542.58,70.66,5.58,3309.26,1643,2312.22,121
2394,3,4,162.33489,536.63,105.33,1.96,1150.57,2413,660.35,250
2395,3,,418.03332,1091.25,72.68,4.11,2428.64,3013,750.88,516
2396,4,"1, 3",556.18048,172.04,62.47,5.02,435.03,5870,339.81,160
2397,3,,742.66519,4576.91,35.73,0.38,5223.35,1925,277.41,89
2398,6,"1, 2",854.78178,4001.5,149.58,1.33,9191.85,1062,2184.55,59
2399,5,"3, 4",447.78988,12359.18,378.71,0.31,22682.17,818,8414.93,50
2400,1,"3, 4",129.35225,97,38.65,3.22,274.66,2553,283.08,1977
2401,7,,535.76928,2307.22,183.83,1.01,2116.35,1645,1643.76,128
2402,8,3,378.11242,9667.29,69.04,3.16,9690.15,1315,2654.8,135
2403,1,"3, 4",277.0068,457.74,19.44,0.36,461.69,4028,2433.81,2047
2404,1,1,269.05585,1622.64,143,0.79,6183.63,1967,486.84,352
2405,10,,137.49981,576.3,90.84,4.74,3079.8,1916,2008.54,183
2406,7,,301.79784,1103.18,109.23,1.19,5310.82,2056,1620.26,182
2407,1,"1, 2, 4, 5",110.77217,19.9,14.21,5.94,191.53,1125,106.72,3202
2408,8,,489.83519,5887.47,43.39,1.18,5838.11,1657,1291.13,50
2409,6,1,551.81121,6313.07,71.91,0.21,7408.79,1096,2296.24,113
2410,2,,391.82671,187.87,13.75,4.54,400.94,1366,339.8,341
2411,9,,115.76545,3945.41,49.61,1.28,8742.38,696,1145.97,78
2412,8,,468.00929,1262.98,73,1.3,5792.1,2425,1204.8,134
2413,1,"1, 4, 5",144.02869,1170.37,233.43,2.65,2351.28,1497,1076.51,249
2414,10,,525.8657,1658.32,140.46,1.49,3109.18,2318,2266.39,95
2415,7,"4, 5",277.20068,255.84,87.89,0.66,2032.96,2879,914.38,216
2416,2,"1, 4",400.1566,1125.56,189.39,3,6369.65,1324,2383.73,218
2417,3,"1, 3",436.81581,1302.05,145.68,0.54,2216.61,4003,590.73,304
2418,1,,268.22478,377.4,48.61,5.45,2246.09,3761,777.71,188
2419,9,,824.92698,1013.44,160.7,2.72,1506.15,3177,619.09,74
2420,1,"1, 3",612.74058,6952.07,120.37,0.72,11847.11,1266,1009.75,114
2421,6,"3, 4, 5",489.1822,2511.06,127.73,4.1,1956.45,3548,1126.51,52
2422,10,,135.9134,349.11,50.01,3.97,2382.05,1938,1408.36,79
2423,10,,531.50229,7574.3,1108.23,0.15,13373.29,1862,3605.01,40
2424,10,,860.76342,2936.31,142.51,0.77,6569.8,1657,1549.98,86
2425,5,,352.5638,452.85,92.97,0.95,2400.71,5256,2019.77,104
2426,1,"1, 2, 3, 4",330.19582,929.86,83.13,2.2,3747.51,2305,1024.68,248
2427,2,,153.93577,173.66,189.43,1.06,5617.08,1580,2381.03,57
2428,6,3,608.11243,2137.99,377.88,0.11,14395.49,1318,5062.78,49
2429,10,,291.69885,4117,118.5,1.71,4694.69,1304,1701.81,87
2430,10,,716.92021,1707.7,43.72,0.57,11840.82,1244,1954.62,78
2431,10,,637.00987,5487.48,124.12,2.42,9464.46,1296,1693.12,485
2432,3,"1, 3",522.94662,2406.72,236.34,0.47,5182.72,2356,1818.96,132
2433,4,4,483.36885,1706.55,59.92,0.58,785.64,9413,2718.12,45
2434,2,,311.19834,3471.85,52.37,0.3,3605.31,3479,2162.02,57
2435,10,,715.40938,585.28,378.71,1.41,4957.79,1408,1566.02,170
2436,9,,227.49088,750.05,323.17,1.92,3514.14,1236,1400.65,258
2437,10,,688.82106,467.42,72.02,1.3,728.25,4035,415.25,582
2438,10,,247.34105,6209.86,814.09,0.14,14057.57,861,10131.1,155
2439,10,,150.00132,6225.43,215.19,0.45,11687.44,1318,2349.68,57
2440,3,"1, 2",153.67163,602.17,103.72,3.37,6960.67,1248,990.41,185
2441,9,,248.62164,743.95,109.15,3.57,2271.59,2746,971.31,216
2442,9,,380.7093,9314.07,180.93,0.61,9498.41,1523,2246.18,103
2443,3,3,781.39805,6869.86,277.06,1.06,11966.68,1273,1000.15,271
2444,5,,122.53609,1311.72,91.02,2.21,5065.45,3420,2152.83,102
2445,1,,254.57009,339.53,89.58,1.54,5264.83,1491,580.95,155
2446,7,1,146.39044,1452.07,505.84,0.18,10064.64,878,8088.47,68
2447,10,,342.73828,4650.96,461.78,0.82,12628.41,1228,2116.17,96
2448,10,,131.89939,1508.01,57.9,2.04,6271.58,1632,2689.95,50
2449,9,,165.36761,1180.95,77.09,1.72,2769.78,2312,1127.88,209
2450,10,,182.0954,1350.85,103.1,0.93,1521.35,3089,1170.16,212
2451,1,,505.33121,476.33,243.94,0.87,2035.9,2147,2008.74,162
2452,10,,385.76397,3383.45,234.42,0.41,6005.13,1516,6594.51,58
2453,10,,566.18654,1033.65,96.1,14.21,960.06,3964,409.3,401
2454,3,"3, 4, 5",674.7339,43.31,51.71,2.2,2178.34,1848,1119.66,147
2455,6,"2, 3, 4",640.30248,1144.93,38.16,2.78,1427.7,4074,853.05,96
2456,4,"1, 3, 4",299.01602,362.16,129.68,3.16,4104.87,1620,530.55,188
2457,Да,,167.37489,497.84,193.54,1.47,2662.23,2487,1043.51,170
2458,5,"3, 4",195.73594,1129.78,373.23,0.09,2451.71,1657,3277.05,191
2459,10,,280.21145,1171.91,49.91,1.33,2230.96,2026,691.71,64
2460,10,,375.72231,866.13,152.72,2.07,3521.76,2168,2359.1,308
2461,10,,742.32402,730.08,201.58,0.11,7686.73,1200,4232.29,49
2462,1,7,484.3187,657.43,126.44,4.18,5116.01,1646,1255.26,88
2463,1,"1, 2, 3, 4, 7",582.82006,212.42,61.45,0.4,2804.77,4734,1839.85,107
2464,6,,355.89119,1011.71,52.8,2.59,1468.02,2285,370.26,416
2465,8,6,804.65732,6877.21,128.52,0.41,1958.08,1540,1302.42,43
2466,10,,127.06001,499.81,173.21,2.4,1545.61,5248,786.32,669
2467,1,,399.91292,6269.98,32.01,0.77,13275.06,998,854.64,80
2468,7,3,160.11502,3614.67,314.25,1.85,10313.57,1242,4667.55,76
2469,10,,119.13437,911.33,77.17,5.96,2254.39,3070,640.6,48
2470,8,,213.58692,336.43,76.68,2.26,4429.48,1425,2738.99,138
2471,1,3,220.49431,145.26,34.18,2.04,1025.34,3016,699.76,852
2472,5,"3, 4, 5, 7",287.04014,2040.91,758.1,1.95,5208.78,1304,716.52,51
2473,5,,389.06727,316.16,97.11,1.05,834.68,3025,323.76,420
2474,2,,151.01464,348.44,41.91,1.88,14803.26,1118,7761.94,95
2475,8,,135.09248,1624.28,471.45,3.56,2275.34,3873,875.06,791
2476,10,,182.06501,3433.58,110.48,0.96,7282.89,1647,1663.39,115
2477,7,,136.96218,1386.41,269.39,1.68,4838.02,1167,2476.74,42
2478,2,,166.58384,215.57,54.45,3.6,632.92,1267,347.35,225
2479,9,,472.02996,54.93,31.51,4.74,54.36,7641,74.72,2295
2480,3,,276.67996,1665.24,119.18,2.12,8046.61,1266,1803.76,176
2481,7,3,114.94044,196.38,22.94,2.78,943.3,2362,1260.72,134
2482,2,4,127.53229,1845.04,149.62,1.9,3365.7,4896,4620.15,90
2483,9,,416.93912,2430.24,270.37,0.61,4795.99,1861,2646.7,253
2484,8,"3, 5",688.26969,2726.44,226.26,1.37,3652.43,2023,2090.37,53
2485,8,,106.63682,625.05,50.28,3.41,576.69,1911,363.73,526
2486,1,3,237.9003,574.49,115.73,1.33,7656.7,1374,989.72,87
2487,1,,628.08432,1103.98,85.34,1.4,4340.38,1501,1077.81,99
2488,1,3,214.36061,128.4,80.14,1.33,2952.58,2512,699.56,444
2489,5,"4, 5",353.99171,963.85,91.63,0.74,775.23,1308,1186.65,92
2490,10,,213.6574,2499.42,1314.03,0.46,7058.32,931,2416.97,48
2491,5,"1, 3",391.5999,3392.7,136.75,0.15,7137.8,1566,7786.49,135
2492,1,"1, 2, 3, 4",766.97705,483.15,61.03,1.58,4687.62,1989,1614.11,91
2493,3,7,296.7939,536.01,113.55,2.45,5427.94,1722,1018.1,98
2494,8,,843.35298,11302.97,197.88,3.02,13815.98,1294,2372.45,63
2495,8,3,131.48066,1175.02,32.03,1.25,4495.11,2101,601.48,524
2496,9,,242.85829,1394.97,364.28,0.52,3280.4,1771,1125,134
2497,10,,426.49309,266.91,146.99,0.94,5739.63,1259,4286.12,137
2498,5,,476.60202,806.37,318.03,0.26,7614.26,1706,1857.23,161
2499,4,7,518.16562,487.33,154.52,2.04,4975.89,1375,1720.53,134
2500,2,3,220.70208,368.85,28.01,3.23,1277.49,4059,419.57,596
2501,3,,708.83745,681.94,77.73,1.18,4725.08,1739,1052.44,192
2502,10,,373.20474,2694.36,134.93,1.09,5116.86,1756,2317.22,52
2503,5,,423.86552,677.7,65.7,8.47,3442.27,1864,1299.47,149
2504,10,,131.23831,760.38,116.78,0.65,3391.32,1779,928.72,90
2505,7,"1, 2",617.53188,1802.67,243.33,0.34,2362.81,5412,2718.91,99
2506,8,1,315.31416,473.04,200.53,0.61,1763.65,7075,3106.07,95
2507,10,,882.16679,4260.03,76.04,0.45,6252.27,839,962.59,112
2508,8,4,835.44209,1696.22,95.34,0.76,3565.68,1703,1164.66,193
2509,9,,141.97067,636.96,403.04,0.73,6213.56,1236,1755.12,165
2510,7,3,414.95572,1858.8,107.54,1.67,4726.95,1859,1157.57,61
2511,10,,679.33619,2616.86,115.8,0.64,26109.6,862,8004.91,52
2512,8,"1, 3",435.46131,1910.82,570.81,1.68,6739.96,3773,4085.09,145
2513,1,"4, 5",342.72099,3585.57,477.22,0.7,1455.85,4670,613.29,143
2514,10,,578.9568,4429.25,596.61,1.1,9405.56,1301,2328.53,64
2515,1,3,128.5407,1105.32,148.27,0.39,4186.36,1538,1922.4,1743
2516,7,3,432.45438,695.61,123.23,1.45,4141.16,1659,1828.66,89
2517,7,"1, 3",421.51051,2008.15,118.68,0.76,11002.29,1186,1685.97,91
2518,1,1,850.26705,1424.11,67.63,1.21,2926.29,2751,1302.9,141
2519,5,4,201.70057,3127.76,376.18,0.14,4748.9,1571,1389.6,233
2520,3,,604.40866,2275.26,961.2,0.56,2436.66,2679,1698.47,129
2521,2,"1, 3, 4, 5",468.81122,3904.3,196.81,0.86,5312.21,1424,2156.03,97
2522,8,3,309.79144,194.75,70.16,1.51,3783.16,1722,2789.53,99
2523,7,,242.05832,981.23,105.4,0.95,9242.78,1164,2852.71,142
2524,10,,129.8676,2646.17,137.67,1.26,9084.57,1460,1773.4,62
2525,10,,762.71187,1051.56,64.81,1.37,4873.46,1903,1085.06,169
2526,10,,204.53959,597.28,47.5,7.78,1907.55,3530,1937.46,203
2527,3,,244.77956,1553.84,231.13,1.16,4503.58,2693,1672.29,77
2528,6,4,135.06423,139.6,82.04,1.96,1509,6066,290.24,1643
2529,8,,442.65613,1516.39,116.06,0.43,5443.96,1621,871.69,77
2530,10,,566.0536,2422.47,151,0.55,5414.98,1648,2046.63,61
2531,3,,114.90115,2085.53,45.02,1.5,1684.33,3308,767.67,495
2532,10,,101.53742,6334.83,84.98,1.3,11247.77,860,1914.42,186
2533,10,,644.94926,202.14,25.55,3,704.21,6258,654.54,694
2534,9,,753.04052,2835.4,297.93,1.14,5252.2,1473,2356.34,90
2535,10,,159.93188,265.27,50.96,1.24,516.55,1259,982.39,127
2536,1,"3, 4, 7",360.2029,246.43,39.56,6.6,1006.6,4217,539.56,453
2537,4,3,207.8103,298.37,899.46,6.07,431.39,4403,1179.3,166
2538,10,,130.13713,2151.53,516.75,2.01,2411.12,2069,2711.46,89
2539,5,3,148.26722,620.69,117.93,1.61,5754.41,1495,1428.73,76
2540,8,,474.60437,9313.43,295.23,0.65,13048.75,948,2770.57,76
2541,1,"3, 4",172.99226,803.02,62.78,2.48,2124.68,3149,839.07,241
2542,3,"4, 5",273.38503,1036.44,98.69,0.42,2272.28,2638,754.42,246
2543,6,4,290.33287,335.94,36.43,2.68,1058.62,4135,307.67,1004
2544,10,,691.83729,2850.26,35.95,1.44,2937.43,2295,2120.57,142
2545,10,,260.45735,1756.15,172.11,2.09,2477.35,1807,1004.9,191
2546,8,3,225.59642,4233.94,75.16,1.5,4130.18,1793,1647.14,64
2547,10,,474.71353,4836.66,272.7,0.91,24776.04,708,4955.95,49
2548,10,,806.20304,1046.46,43.35,2.18,1651.69,3180,380.15,156
2549,9,,139.96387,673.16,69.17,2.61,3168.12,1117,187.4,122
2550,9,,544.52574,986.55,277.75,0.71,501.65,2947,566.57,1666
2551,10,,175.23885,2494.22,207.64,0.72,3992.97,3391,950.59,127
2552,1,"1, 4",498.53102,12486.09,155.38,1.2,5501,3151,8846.64,76
2553,7,,864.0388,6021.22,252.84,0.37,8654.72,1087,1275.33,77
2554,5,"1, 4",678.52451,509.98,32.17,2.8,2921.05,2155,1889.06,165
2555,10,,151.53472,932.17,189.44,3.56,1362.43,9360,2920.38,67
2556,4,7,376.71377,2163.65,58.22,0.7,4286.67,1458,11894.59,55
2557,10,,265.63873,4017.58,53.97,1.69,12216.58,1234,8591.1,62
2558,1,10,570.81829,804.92,183.52,2.43,2324.72,4195,1692.84,87
2559,3,"3, 4, 5",208.81963,1613.8,204.34,0.48,3081.96,2390,2140.22,139
2560,1,,524.7857,1026.83,34.34,20.23,2806.13,3852,538.8,348
2561,10,,506.45512,560.73,58.27,0.57,5161.17,1467,4660.55,84
2562,10,,420.95448,1518.4,115.91,0.68,5855.84,1213,2043.85,105
2563,10,,499.14504,1203.38,76.58,3.43,2256.19,2536,1535.23,84
2564,10,,340.02319,1216.47,93.53,2.07,3279.81,1752,1181.48,70
2565,9,,491.41748,964.77,195.38,2.13,4778.67,1680,2246.08,101
2566,7,"1, 4",218.86756,3031,574.7,0.18,7844.05,995,6014.58,130
2567,10,,632.5327,1280.54,104.63,0.31,8834.07,1359,1557.74,74
2568,2,7,169.77076,308.71,146.2,2.29,15606.29,896,20.66,501
2569,10,,387.18408,4987.03,532.16,0.09,16833,1555,6933.71,46
2570,10,,175.19452,3637.64,189.21,2.67,7857.66,1355,1644.09,139
2571,"3 тройка, связь отвратительная, жалко платить за такой тарив",,346.35635,2097.7,358.82,7.18,12569.71,1395,6045.73,41
2572,3,"1, 3",469.98748,398.24,336.31,1.24,3002.32,1306,124.24,118
2573,10,,393.81905,5736.33,189.56,1.65,15068.84,857,3868.59,64
2574,5,"1, 2, 3",606.99242,4000.04,140.46,0.2,9672.11,1092,3014.45,53
2575,10,,389.42073,7498.84,356.31,2.52,12200.92,1512,2470.65,50
2576,4,"1, 4",147.63921,1398.32,234.33,1.52,2443.25,5876,2729.76,61
2577,8,"3, 4",356.8614,2229.61,150.57,0.39,5127.96,1202,1839.66,82
2578,2,"1, 3, 4",423.03565,554.89,16.08,7.56,577.24,6176,440.07,279
2579,5,,672.70856,2636.38,166.02,0.43,9041.18,2240,244.55,198
2580,3,,620.69607,1102.17,140.74,1.37,3999.11,1828,5431.22,110
2581,3,,744.26352,1679.51,513.85,0.58,4435.35,1386,2445.12,115
2582,2,,654.23812,2123.3,199.31,0.34,8369.93,962,2148.83,137
2583,2,3,588.37848,199.12,100.99,2.93,2347.9,3261,1473.75,53
2584,1,,109.97499,3050.61,110.76,1.63,11069.23,648,1189.15,104
2585,10,,120.81986,241.49,355.08,0.52,3330.96,1430,1474.05,243
2586,1,7,460.49196,2562.58,164.51,1.04,13322.01,1852,5024.32,84
2587,10,,249.40412,671.87,75.81,4.13,4114.64,1175,1244.17,133
2588,6,,847.57613,369.83,102.5,2.49,3075.24,2166,699.88,105
2589,3,,168.08334,1651.7,87.97,3.03,4106.5,1195,2011.52,195
2590,9,,425.97848,1742.99,149.14,1.41,8884.09,929,1851.41,74
2591,10,,506.15475,5227.37,346.34,0.25,11123.22,952,4757.22,80
2592,9,,855.65098,5199.64,477.47,0.99,6648.64,1718,3175.83,118
2593,5,"2, 3, 4",388.80695,892.18,156.47,0.95,3481.96,1975,1748.28,314
2594,10,,268.77186,720.76,232.91,0.66,8513.42,1241,3789.47,63
2595,9,,483.31441,3447.93,490.81,0.42,11546.33,1392,4966.05,50
2596,1,,523.88728,3054.91,155.51,1.02,5203.75,1264,1418.7,101
2597,4,1,714.00744,5969.1,85.59,0.24,13706.09,1129,12944.98,47
2598,9,,472.12004,1025.15,361.74,1.53,2453.89,3199,2740.64,80
2599,3,,101.5938,3609.29,130.31,6.56,7358.56,1537,2054.25,78
2600,4,"1, 2, 3, 4, 5",765.7309,1481.07,300.17,3.08,2824.03,1616,1486.4,112
2601,7,4,862.55832,3672.34,102.31,1.52,4405.26,1802,2065.28,63
2602,7,,285.58811,4717.51,3116.72,0.36,12382.19,2238,1623.95,140
2603,8,"1, 3, 4",294.11704,867.18,234.65,1.84,6925.39,1455,3220.85,185
2604,10,,493.87077,805.5,114.46,1.42,4477.95,2807,1678.66,70
2605,2,,506.42461,1626.96,232.89,1.16,4189.83,1941,2098.82,112
2606,3,,348.21476,2650.65,219.62,0.9,2724.77,2292,1002.86,188
2607,6,4,392.13042,741.23,83.97,1.06,1290.05,2580,737.08,280
2608,6,4,460.22916,2501.19,155.1,0.54,3848.96,1620,2417.93,66
2609,1,,270.34783,4436.27,152.17,0.86,5139.74,1262,2616.89,68
2610,6,"3, 4, 5",520.16691,756.97,187.35,1.36,7128.82,1337,1636.41,252
2611,3,,187.17561,845.19,184.43,0.8,1792.49,8664,498.02,206
2612,2,"1, 3",428.62944,656.98,70.56,2.5,3622.12,1662,1360.54,185
2613,1,"3, 4",184.60314,195.43,110.41,2.32,292.13,1616,547.9,342
2614,8,"1, 3",760.41182,240.58,44.43,0.44,5029.66,1282,3591.81,81
2615,0,,234.34063,868,110.96,1.68,2827.1,818,725.21,519
2616,5,,709.46653,1010.54,154.15,0.79,2360.95,2459,951.77,178
2617,"5, 6",,250.91961,599.42,206.47,2.13,1457.33,4975,1102.64,208
2618,10,,602.43195,76.02,20.05,3.13,220.57,4348,103.02,2982
2619,5,"1, 2, 3",345.9211,309.92,152.72,3.05,1339.14,3514,1111.02,61
2620,7,"1, 3",614.2483,2863.45,56.9,3.93,5052.3,1722,1296.37,246
2621,4,4,309.92586,7141.36,194.79,0.3,3874.52,3795,2011.38,58
2622,5,4,104.76864,821.34,908.11,2.21,7257.4,1244,2201.47,129
2623,10,,348.34833,613.05,256.98,3.37,1595.03,2049,3584.92,170
2624,5,,166.98331,236.25,32.19,0.41,2506.48,1970,1225.38,437
2625,2,,161.19053,292.53,74.18,0.77,350.66,859,316.86,163
2626,2,2,104.41158,3994.33,825.62,3.44,8405.05,938,1551.53,61
2627,4,4,576.84736,2151.86,69.56,1.44,11468.46,1000,1221.64,238
2628,2,3,350.69092,3266.33,192.5,3.35,10338.68,1014,2413.39,70
2629,8,,365.05279,8493.51,685.89,0.07,20381.88,1387,2448.44,55
2630,1,"1, 2, 3, 4, 5",481.61578,2680.56,123.95,1.37,4624.36,1446,1992.49,76
2631,2,1,764.01828,4174.26,66.92,1.74,4232.8,1692,2257.13,196
2632,9,,236.74598,230.51,150.01,1.76,560.77,2883,1039.52,97
2633,9,,440.69319,1783.76,223,1.31,13893.57,1366,412.2,48
2634,7,"3, 4",510.53606,580.55,213.45,1.93,5767.9,1810,2127.83,385
2635,1,,128.58726,3172.45,117.44,2.08,1917.06,5650,2104.94,272
2636,8,,184.79874,605.69,14.82,1.1,2835.55,1210,2038,65
2637,10,,328.88994,892.31,114.54,1.26,3229.14,1869,1579.84,292
2638,1,3,305.54284,33.5,88.1,0.48,13609.46,1495,1534.65,88
2639,8,,120.38347,1033.33,176.74,1.16,8251.74,1451,1333.25,40
2640,1,4,849.12424,2386.91,52.64,0.36,4174.71,1515,2262.34,42
2641,8,4,393.67426,1179.33,25.19,2.34,6146.94,1822,1394.95,245
2642,8,"3, 4, 5",368.1728,601.9,22.15,0.94,3936.59,936,1646.6,229
2643,8,3,817.11975,2210.86,189.85,2.42,9662.28,1160,1374.15,179
2644,5,,293.60117,758.68,319.16,2.24,1524.11,2035,2224.96,127
2645,10,,267.36755,660.86,135.18,1.27,11707.91,1403,317.16,66
2646,10,,410.65738,753.05,213.06,3.43,4467.1,1676,2674.74,377
2647,1,,292.7513,1388.79,224.66,1.84,1453.92,3559,765.65,207
2648,3,,641.49626,806.75,92.8,2.74,3309.84,2341,487.36,332
2649,10,,136.98757,864.21,129.55,2.87,4645.43,1654,820.42,113
2650,9,,152.13268,1319.11,99.51,0.47,1526.88,1871,828.77,140
2651,8,,358.24526,1275.42,155.43,0.56,14468.17,944,2032.69,42
2652,1,,524.3994,1102.25,44.15,1.06,1472.37,2799,499.22,203
2653,3,,340.60436,2820.21,80.56,0.22,3040.51,1899,718.89,80
2654,1,,414.80134,2748.99,241,1.21,4971.03,1559,3387.22,97
2655,10,,130.32927,210.97,49.41,0.84,1608.56,2865,1034.21,329
2656,9,,122.73387,4783.56,341.09,0.61,7696.6,1286,1364.66,67
2657,10,,467.43857,141.15,116.8,3.73,1327.11,1793,556.64,416
2658,7,"3, 5",318.59318,3646.5,64.31,1,7729.23,1485,2360.93,123
2659,6,"3, 5",191.71001,3825.59,66.39,0.14,5048.53,1876,2409.92,48
2660,2,1,127.07379,696.9,81.57,0.58,21586.99,726,3119.72,40
2661,8,3,665.43928,6314.27,292.25,0.65,9043.17,647,6006.31,62
2662,10,,703.35083,1626.07,105.49,0.58,3966.11,1560,2776.53,130
2663,1,,368.79681,1195.06,47.55,1.74,3325.9,1996,727.17,86
2664,3,4,776.14722,551.41,73.57,0.84,4918.56,2425,2456.72,137
2665,3,,874.64248,3028.65,66.87,2.58,2585.28,2642,849.82,198
2666,10,,224.0611,1398.98,96.9,2.1,3454.34,2225,1083.74,90
2667,10,,110.20081,2022.2,189.36,1.49,2158.52,1808,1263.96,89
2668,10,,112.45204,6458.77,67.61,0.2,6641.57,1499,7642.39,249
2669,1,"1, 2, 3, 5",456.28249,2179.34,531.93,5.26,2627.4,2396,2588.9,144
